case_id,source,target,edge_type,risk
RC00000195,C000002386,D00008566,uses_device,64
RC00000195,D00008566,A00009736,linked_payout_account,70
RC00000195,A00009736,M00004256,pays_to,88
RC00000196,C000002867,D00012155,uses_device,64
RC00000196,D00012155,A00011327,linked_payout_account,70
RC00000196,A00011327,C000001796,pays_to,88
RC00000197,C000003959,D00020303,uses_device,64
RC00000197,D00020303,A00002939,linked_payout_account,70
RC00000197,A00002939,C000004232,pays_to,88
RC00000198,C000004921,D00027481,uses_device,64
RC00000198,D00027481,A00006121,linked_payout_account,70
RC00000198,A00006121,C000006378,pays_to,88
RC00000199,C000005402,D00031070,uses_device,64
RC00000199,D00031070,A00007712,linked_payout_account,70
RC00000199,A00007712,M00003664,pays_to,88
RC00000200,C000006975,D00042807,uses_device,64
RC00000200,D00042807,A00000915,linked_payout_account,70
RC00000200,A00000915,C000010960,pays_to,88
RC00000201,C000007456,D00046396,uses_device,64
RC00000201,D00046396,A00002506,linked_payout_account,70
RC00000201,A00002506,M00001666,pays_to,88
RC00000202,C000009991,D00015311,uses_device,64
RC00000202,D00015311,A00010891,linked_payout_account,70
RC00000202,A00010891,M00000371,pays_to,88
RC00000203,C000012396,D00033256,uses_device,64
RC00000203,D00033256,A00006846,linked_payout_account,70
RC00000203,A00006846,M00003886,pays_to,88
RC00000204,C000012877,D00036845,uses_device,64
RC00000204,D00036845,A00008437,linked_payout_account,70
RC00000204,A00008437,C000004126,pays_to,88
RC00000205,C000013969,D00044993,uses_device,64
RC00000205,D00044993,A00000049,linked_payout_account,70
RC00000205,A00000049,M00001185,pays_to,88
RC00000206,C000014931,D00002171,uses_device,64
RC00000206,D00002171,A00003231,linked_payout_account,70
RC00000206,A00003231,C000008708,pays_to,88
RC00000207,C000015412,D00005760,uses_device,64
RC00000207,D00005760,A00004822,linked_payout_account,70
RC00000207,A00004822,M00003294,pays_to,88
RC00000208,C000016985,D00017497,uses_device,64
RC00000208,D00017497,A00010025,linked_payout_account,70
RC00000208,A00010025,C000013290,pays_to,88
RC00000209,C000017466,D00021086,uses_device,64
RC00000209,D00021086,A00011616,linked_payout_account,70
RC00000209,A00011616,M00001296,pays_to,88
RC00000210,C000018649,D00029913,uses_device,90
RC00000210,D00029913,A00003529,linked_payout_account,92
RC00000210,A00003529,C000017002,pays_to,62
RC00000211,C000000001,D00040001,uses_device,64
RC00000211,D00040001,A00008001,linked_payout_account,70
RC00000211,A00008001,M00000001,pays_to,88
RC00000212,C000002406,D00007946,uses_device,64
RC00000212,D00007946,A00003956,linked_payout_account,70
RC00000212,A00003956,C000005383,pays_to,88
RC00000213,C000002887,D00011535,uses_device,64
RC00000213,D00011535,A00005547,linked_payout_account,70
RC00000213,A00005547,M00004219,pays_to,88
RC00000214,C000003368,D00015124,uses_device,64
RC00000214,D00015124,A00007138,linked_payout_account,70
RC00000214,A00007138,M00004922,pays_to,88
RC00000215,C000003979,D00019683,uses_device,64
RC00000215,D00019683,A00009159,linked_payout_account,70
RC00000215,A00009159,M00000815,pays_to,88
RC00000216,C000004941,D00026861,uses_device,64
RC00000216,D00026861,A00000341,linked_payout_account,70
RC00000216,A00000341,C000011038,pays_to,88
RC00000217,C000005422,D00030450,uses_device,64
RC00000217,D00030450,A00001932,linked_payout_account,70
RC00000217,A00001932,M00002924,pays_to,88
RC00000218,C000006995,D00042187,uses_device,64
RC00000218,D00042187,A00007135,linked_payout_account,70
RC00000218,A00007135,C000015620,pays_to,88
RC00000219,C000007476,D00045776,uses_device,64
RC00000219,D00045776,A00008726,linked_payout_account,70
RC00000219,A00008726,M00000926,pays_to,88
RC00000220,C000008659,D00004603,uses_device,90
RC00000220,D00004603,A00000639,linked_payout_account,92
RC00000220,A00000639,C000019332,pays_to,62
RC00000221,C000012416,D00032636,uses_device,64
RC00000221,D00032636,A00001066,linked_payout_account,70
RC00000221,A00001066,C000007713,pays_to,88
RC00000222,C000012897,D00036225,uses_device,64
RC00000222,D00036225,A00002657,linked_payout_account,70
RC00000222,A00002657,M00003849,pays_to,88
RC00000223,C000013378,D00039814,uses_device,64
RC00000223,D00039814,A00004248,linked_payout_account,70
RC00000223,A00004248,M00004552,pays_to,88
RC00000224,C000013989,D00044373,uses_device,64
RC00000224,D00044373,A00006269,linked_payout_account,70
RC00000224,A00006269,M00000445,pays_to,88
RC00000225,C000014951,D00001551,uses_device,64
RC00000225,D00001551,A00009451,linked_payout_account,70
RC00000225,A00009451,M00001851,pays_to,88
RC00000226,C000015432,D00005140,uses_device,64
RC00000226,D00005140,A00011042,linked_payout_account,70
RC00000226,A00011042,M00002554,pays_to,88
RC00000227,C000017486,D00020466,uses_device,64
RC00000227,D00020466,A00005836,linked_payout_account,70
RC00000227,A00005836,M00000556,pays_to,88
RC00000228,C000000372,D00042000,uses_device,64
RC00000228,D00042000,A00003382,linked_payout_account,70
RC00000228,A00003382,C000005461,pays_to,88
RC00000229,C000002426,D00007326,uses_device,64
RC00000229,D00007326,A00010176,linked_payout_account,70
RC00000229,A00010176,C000010043,pays_to,88
RC00000230,C000002907,D00010915,uses_device,64
RC00000230,D00010915,A00011767,linked_payout_account,70
RC00000230,A00011767,M00003479,pays_to,88
RC00000231,C000003388,D00014504,uses_device,64
RC00000231,D00014504,A00001358,linked_payout_account,70
RC00000231,A00001358,C000012189,pays_to,88
RC00000232,C000003999,D00019063,uses_device,64
RC00000232,D00019063,A00003379,linked_payout_account,70
RC00000232,A00003379,M00000075,pays_to,88
RC00000233,C000004961,D00026241,uses_device,64
RC00000233,D00026241,A00006561,linked_payout_account,70
RC00000233,A00006561,M00001481,pays_to,88
RC00000234,C000005442,D00029830,uses_device,64
RC00000234,D00029830,A00008152,linked_payout_account,70
RC00000234,A00008152,M00002184,pays_to,88
RC00000235,C000007496,D00045156,uses_device,64
RC00000235,D00045156,A00002946,linked_payout_account,70
RC00000235,A00002946,M00000186,pays_to,88
RC00000236,C000010382,D00016690,uses_device,64
RC00000236,D00016690,A00000492,linked_payout_account,70
RC00000236,A00000492,C000007791,pays_to,88
RC00000237,C000012436,D00032016,uses_device,64
RC00000237,D00032016,A00007286,linked_payout_account,70
RC00000237,A00007286,C000012373,pays_to,88
RC00000238,C000012917,D00035605,uses_device,64
RC00000238,D00035605,A00008877,linked_payout_account,70
RC00000238,A00008877,M00003109,pays_to,88
RC00000239,C000013398,D00039194,uses_device,64
RC00000239,D00039194,A00010468,linked_payout_account,70
RC00000239,A00010468,C000014519,pays_to,88
RC00000240,C000014971,D00000931,uses_device,64
RC00000240,D00000931,A00003671,linked_payout_account,70
RC00000240,A00003671,M00001111,pays_to,88
RC00000241,C000015452,D00004520,uses_device,64
RC00000241,D00004520,A00005262,linked_payout_account,70
RC00000241,A00005262,C000019101,pays_to,88
RC00000242,C000015985,D00008497,uses_device,90
RC00000242,D00008497,A00007025,linked_payout_account,92
RC00000242,A00007025,C000000290,pays_to,62
RC00000243,C000000392,D00041380,uses_device,64
RC00000243,D00041380,A00009602,linked_payout_account,70
RC00000243,A00009602,M00004034,pays_to,88
RC00000244,C000000873,D00044969,uses_device,90
RC00000244,D00044969,A00011193,linked_payout_account,92
RC00000244,A00011193,M00004737,pays_to,88
RC00000245,C000002446,D00006706,uses_device,64
RC00000245,D00006706,A00004396,linked_payout_account,70
RC00000245,A00004396,M00002036,pays_to,88
RC00000246,C000002927,D00010295,uses_device,64
RC00000246,D00010295,A00005987,linked_payout_account,70
RC00000246,A00005987,M00002739,pays_to,88
RC00000247,C000003408,D00013884,uses_device,64
RC00000247,D00013884,A00007578,linked_payout_account,70
RC00000247,A00007578,C000016849,pays_to,88
RC00000248,C000004981,D00025621,uses_device,64
RC00000248,D00025621,A00000781,linked_payout_account,70
RC00000248,A00000781,M00000741,pays_to,88
RC00000249,C000005462,D00029210,uses_device,64
RC00000249,D00029210,A00002372,linked_payout_account,70
RC00000249,A00002372,C000001431,pays_to,88
RC00000250,C000005995,D00033187,uses_device,90
RC00000250,D00033187,A00004135,linked_payout_account,92
RC00000250,A00004135,C000002620,pays_to,62
RC00000251,C000010402,D00016070,uses_device,64
RC00000251,D00016070,A00006712,linked_payout_account,70
RC00000251,A00006712,M00003664,pays_to,88
RC00000252,C000010883,D00019659,uses_device,90
RC00000252,D00019659,A00008303,linked_payout_account,92
RC00000252,A00008303,M00004367,pays_to,88
RC00000253,C000012456,D00031396,uses_device,64
RC00000253,D00031396,A00001506,linked_payout_account,70
RC00000253,A00001506,M00001666,pays_to,88
RC00000254,C000012937,D00034985,uses_device,64
RC00000254,D00034985,A00003097,linked_payout_account,70
RC00000254,A00003097,M00002369,pays_to,88
RC00000255,C000013418,D00038574,uses_device,64
RC00000255,D00038574,A00004688,linked_payout_account,70
RC00000255,A00004688,C000019179,pays_to,88
RC00000256,C000014991,D00000311,uses_device,64
RC00000256,D00000311,A00009891,linked_payout_account,70
RC00000256,A00009891,M00000371,pays_to,88
RC00000257,C000015472,D00003900,uses_device,64
RC00000257,D00003900,A00011482,linked_payout_account,70
RC00000257,A00011482,C000003761,pays_to,88
RC00000258,C000000412,D00040760,uses_device,64
RC00000258,D00040760,A00003822,linked_payout_account,70
RC00000258,A00003822,M00003294,pays_to,88
RC00000259,C000000893,D00044349,uses_device,90
RC00000259,D00044349,A00005413,linked_payout_account,92
RC00000259,A00005413,C000015854,pays_to,88
RC00000260,C000002466,D00006086,uses_device,64
RC00000260,D00006086,A00010616,linked_payout_account,70
RC00000260,A00010616,M00001296,pays_to,88
RC00000261,C000002947,D00009675,uses_device,64
RC00000261,D00009675,A00000207,linked_payout_account,70
RC00000261,A00000207,C000000436,pays_to,88
RC00000262,C000003428,D00013264,uses_device,64
RC00000262,D00013264,A00001798,linked_payout_account,70
RC00000262,A00001798,M00002702,pays_to,88
RC00000263,C000005001,D00025001,uses_device,64
RC00000263,D00025001,A00007001,linked_payout_account,70
RC00000263,A00007001,M00000001,pays_to,88
RC00000264,C000005482,D00028590,uses_device,64
RC00000264,D00028590,A00008592,linked_payout_account,70
RC00000264,A00008592,C000006091,pays_to,88
RC00000265,C000008368,D00000124,uses_device,64
RC00000265,D00000124,A00006138,linked_payout_account,70
RC00000265,A00006138,M00004922,pays_to,88
RC00000266,C000010422,D00015450,uses_device,64
RC00000266,D00015450,A00000932,linked_payout_account,70
RC00000266,A00000932,M00002924,pays_to,88
RC00000267,C000010903,D00019039,uses_device,90
RC00000267,D00019039,A00002523,linked_payout_account,92
RC00000267,A00002523,C000018184,pays_to,88
RC00000268,C000012476,D00030776,uses_device,64
RC00000268,D00030776,A00007726,linked_payout_account,70
RC00000268,A00007726,M00000926,pays_to,88
RC00000269,C000012957,D00034365,uses_device,64
RC00000269,D00034365,A00009317,linked_payout_account,70
RC00000269,A00009317,C000002766,pays_to,88
RC00000270,C000013321,D00037081,uses_device,90
RC00000270,D00037081,A00010521,linked_payout_account,92
RC00000270,A00010521,C000003578,pays_to,62
RC00000271,C000013438,D00037954,uses_device,64
RC00000271,D00037954,A00010908,linked_payout_account,70
RC00000271,A00010908,M00002332,pays_to,88
RC00000272,C000015492,D00003280,uses_device,64
RC00000272,D00003280,A00005702,linked_payout_account,70
RC00000272,A00005702,M00000334,pays_to,88
RC00000273,C000018378,D00024814,uses_device,64
RC00000273,D00024814,A00003248,linked_payout_account,70
RC00000273,A00003248,M00004552,pays_to,88
RC00000274,C000000432,D00040140,uses_device,64
RC00000274,D00040140,A00010042,linked_payout_account,70
RC00000274,A00010042,M00002554,pays_to,88
RC00000275,C000000913,D00043729,uses_device,90
RC00000275,D00043729,A00011633,linked_payout_account,92
RC00000275,A00011633,C000000514,pays_to,88
RC00000276,C000002486,D00005466,uses_device,64
RC00000276,D00005466,A00004836,linked_payout_account,70
RC00000276,A00004836,M00000556,pays_to,88
RC00000277,C000002967,D00009055,uses_device,64
RC00000277,D00009055,A00006427,linked_payout_account,70
RC00000277,A00006427,C000005096,pays_to,88
RC00000278,C000003331,D00011771,uses_device,90
RC00000278,D00011771,A00007631,linked_payout_account,92
RC00000278,A00007631,C000005908,pays_to,62
RC00000279,C000003448,D00012644,uses_device,64
RC00000279,D00012644,A00008018,linked_payout_account,70
RC00000279,A00008018,M00001962,pays_to,88
RC00000280,C000008388,D00049504,uses_device,64
RC00000280,D00049504,A00000358,linked_payout_account,70
RC00000280,A00000358,C000017189,pays_to,88
RC00000281,C000008869,D00003093,uses_device,64
RC00000281,D00003093,A00001949,linked_payout_account,70
RC00000281,A00001949,M00004885,pays_to,88
RC00000282,C000010442,D00014830,uses_device,64
RC00000282,D00014830,A00007152,linked_payout_account,70
RC00000282,A00007152,M00002184,pays_to,88
RC00000283,C000010923,D00018419,uses_device,90
RC00000283,D00018419,A00008743,linked_payout_account,92
RC00000283,A00008743,C000002844,pays_to,88
RC00000284,C000012496,D00030156,uses_device,64
RC00000284,D00030156,A00001946,linked_payout_account,70
RC00000284,A00001946,M00000186,pays_to,88
RC00000285,C000012977,D00033745,uses_device,64
RC00000285,D00033745,A00003537,linked_payout_account,70
RC00000285,A00003537,C000007426,pays_to,88
RC00000286,C000013458,D00037334,uses_device,64
RC00000286,D00037334,A00005128,linked_payout_account,70
RC00000286,A00005128,M00001592,pays_to,88
RC00000287,C000018398,D00024194,uses_device,64
RC00000287,D00024194,A00009468,linked_payout_account,70
RC00000287,A00009468,C000019519,pays_to,88
RC00000288,C000018879,D00027783,uses_device,64
RC00000288,D00027783,A00011059,linked_payout_account,70
RC00000288,A00011059,M00004515,pays_to,88
RC00000289,C000000452,D00039520,uses_device,64
RC00000289,D00039520,A00004262,linked_payout_account,70
RC00000289,A00004262,C000004101,pays_to,88
RC00000290,C000000933,D00043109,uses_device,90
RC00000290,D00043109,A00005853,linked_payout_account,92
RC00000290,A00005853,M00002517,pays_to,88
RC00000291,C000002987,D00008435,uses_device,64
RC00000291,D00008435,A00000647,linked_payout_account,70
RC00000291,A00000647,M00000519,pays_to,88
RC00000292,C000003468,D00012024,uses_device,64
RC00000292,D00012024,A00002238,linked_payout_account,70
RC00000292,A00002238,M00001222,pays_to,88
RC00000293,C000005873,D00029969,uses_device,64
RC00000293,D00029969,A00010193,linked_payout_account,70
RC00000293,A00010193,M00004737,pays_to,88
RC00000294,C000008408,D00048884,uses_device,64
RC00000294,D00048884,A00006578,linked_payout_account,70
RC00000294,A00006578,C000001849,pays_to,88
RC00000295,C000008889,D00002473,uses_device,64
RC00000295,D00002473,A00008169,linked_payout_account,70
RC00000295,A00008169,M00004145,pays_to,88
RC00000296,C000009370,D00006062,uses_device,90
RC00000296,D00006062,A00009760,linked_payout_account,92
RC00000296,A00009760,C000003995,pays_to,88
RC00000297,C000010462,D00014210,uses_device,64
RC00000297,D00014210,A00001372,linked_payout_account,70
RC00000297,A00001372,C000006431,pays_to,88
RC00000298,C000010657,D00015665,uses_device,90
RC00000298,D00015665,A00002017,linked_payout_account,92
RC00000298,A00002017,C000006866,pays_to,62
RC00000299,C000010943,D00017799,uses_device,90
RC00000299,D00017799,A00002963,linked_payout_account,92
RC00000299,A00002963,M00002147,pays_to,88
RC00000300,C000012997,D00033125,uses_device,64
RC00000300,D00033125,A00009757,linked_payout_account,70
RC00000300,A00009757,M00000149,pays_to,88
RC00000301,C000013478,D00036714,uses_device,64
RC00000301,D00036714,A00011348,linked_payout_account,70
RC00000301,A00011348,M00000852,pays_to,88
RC00000302,C000015883,D00004659,uses_device,64
RC00000302,D00004659,A00007303,linked_payout_account,70
RC00000302,A00007303,M00004367,pays_to,88
RC00000303,C000018418,D00023574,uses_device,64
RC00000303,D00023574,A00003688,linked_payout_account,70
RC00000303,A00003688,C000004179,pays_to,88
RC00000304,C000018899,D00027163,uses_device,64
RC00000304,D00027163,A00005279,linked_payout_account,70
RC00000304,A00005279,M00003775,pays_to,88
RC00000305,C000019380,D00030752,uses_device,90
RC00000305,D00030752,A00006870,linked_payout_account,92
RC00000305,A00006870,C000006325,pays_to,88
RC00000306,C000000472,D00038900,uses_device,64
RC00000306,D00038900,A00010482,linked_payout_account,70
RC00000306,A00010482,C000008761,pays_to,88
RC00000307,C000000667,D00040355,uses_device,90
RC00000307,D00040355,A00011127,linked_payout_account,92
RC00000307,A00011127,C000009196,pays_to,62
RC00000308,C000000953,D00042489,uses_device,90
RC00000308,D00042489,A00000073,linked_payout_account,92
RC00000308,A00000073,M00001777,pays_to,88
RC00000309,C000003488,D00011404,uses_device,64
RC00000309,D00011404,A00008458,linked_payout_account,70
RC00000309,A00008458,C000015489,pays_to,88
RC00000310,C000005893,D00029349,uses_device,64
RC00000310,D00029349,A00004413,linked_payout_account,70
RC00000310,A00004413,C000000854,pays_to,88
RC00000311,C000006374,D00032938,uses_device,64
RC00000311,D00032938,A00006004,linked_payout_account,70
RC00000311,A00006004,M00004700,pays_to,88
RC00000312,C000008428,D00048264,uses_device,64
RC00000312,D00048264,A00000798,linked_payout_account,70
RC00000312,A00000798,M00002702,pays_to,88
RC00000313,C000008909,D00001853,uses_device,64
RC00000313,D00001853,A00002389,linked_payout_account,70
RC00000313,A00002389,M00003405,pays_to,88
RC00000314,C000009390,D00005442,uses_device,90
RC00000314,D00005442,A00003980,linked_payout_account,92
RC00000314,A00003980,C000008655,pays_to,88
RC00000315,C000010482,D00013590,uses_device,64
RC00000315,D00013590,A00007592,linked_payout_account,70
RC00000315,A00007592,C000011091,pays_to,88
RC00000316,C000010963,D00017179,uses_device,90
RC00000316,D00017179,A00009183,linked_payout_account,92
RC00000316,A00009183,M00001407,pays_to,88
RC00000317,C000013498,D00036094,uses_device,64
RC00000317,D00036094,A00005568,linked_payout_account,70
RC00000317,A00005568,C000017819,pays_to,88
RC00000318,C000015903,D00004039,uses_device,64
RC00000318,D00004039,A00001523,linked_payout_account,70
RC00000318,A00001523,C000003184,pays_to,88
RC00000319,C000016384,D00007628,uses_device,64
RC00000319,D00007628,A00003114,linked_payout_account,70
RC00000319,A00003114,M00004330,pays_to,88
RC00000320,C000018438,D00022954,uses_device,64
RC00000320,D00022954,A00009908,linked_payout_account,70
RC00000320,A00009908,M00002332,pays_to,88
RC00000321,C000018919,D00026543,uses_device,64
RC00000321,D00026543,A00011499,linked_payout_account,70
RC00000321,A00011499,M00003035,pays_to,88
RC00000322,C000019400,D00030132,uses_device,90
RC00000322,D00030132,A00001090,linked_payout_account,92
RC00000322,A00001090,C000010985,pays_to,88
RC00000323,C000000492,D00038280,uses_device,64
RC00000323,D00038280,A00004702,linked_payout_account,70
RC00000323,A00004702,M00000334,pays_to,88
RC00000324,C000000973,D00041869,uses_device,90
RC00000324,D00041869,A00006293,linked_payout_account,92
RC00000324,A00006293,M00001037,pays_to,88
RC00000325,C000005913,D00028729,uses_device,64
RC00000325,D00028729,A00010633,linked_payout_account,70
RC00000325,A00010633,C000005514,pays_to,88
RC00000326,C000006394,D00032318,uses_device,64
RC00000326,D00032318,A00000224,linked_payout_account,70
RC00000326,A00000224,M00003960,pays_to,88
RC00000327,C000007993,D00044249,uses_device,90
RC00000327,D00044249,A00005513,linked_payout_account,92
RC00000327,A00005513,C000010154,pays_to,62
RC00000328,C000008448,D00047644,uses_device,64
RC00000328,D00047644,A00007018,linked_payout_account,70
RC00000328,A00007018,M00001962,pays_to,88
RC00000329,C000008929,D00001233,uses_device,64
RC00000329,D00001233,A00008609,linked_payout_account,70
RC00000329,A00008609,C000012242,pays_to,88
RC00000330,C000009410,D00004822,uses_device,90
RC00000330,D00004822,A00010200,linked_payout_account,92
RC00000330,A00010200,M00003368,pays_to,88
RC00000331,C000010983,D00016559,uses_device,90
RC00000331,D00016559,A00003403,linked_payout_account,92
RC00000331,A00003403,M00000667,pays_to,88
RC00000332,C000013869,D00038093,uses_device,64
RC00000332,D00038093,A00000949,linked_payout_account,70
RC00000332,A00000949,M00004885,pays_to,88
RC00000333,C000015923,D00003419,uses_device,64
RC00000333,D00003419,A00007743,linked_payout_account,70
RC00000333,A00007743,C000007844,pays_to,88
RC00000334,C000016404,D00007008,uses_device,64
RC00000334,D00007008,A00009334,linked_payout_account,70
RC00000334,A00009334,M00003590,pays_to,88
RC00000335,C000018458,D00022334,uses_device,64
RC00000335,D00022334,A00004128,linked_payout_account,70
RC00000335,A00004128,M00001592,pays_to,88
RC00000336,C000018939,D00025923,uses_device,64
RC00000336,D00025923,A00005719,linked_payout_account,70
RC00000336,A00005719,C000014572,pays_to,88
RC00000337,C000019420,D00029512,uses_device,90
RC00000337,D00029512,A00007310,linked_payout_account,92
RC00000337,A00007310,M00002998,pays_to,88
RC00000338,C000000993,D00041249,uses_device,90
RC00000338,D00041249,A00000513,linked_payout_account,92
RC00000338,A00000513,C000019154,pays_to,88
RC00000339,C000003879,D00012783,uses_device,64
RC00000339,D00012783,A00010059,linked_payout_account,70
RC00000339,A00010059,M00004515,pays_to,88
RC00000340,C000005933,D00028109,uses_device,64
RC00000340,D00028109,A00004853,linked_payout_account,70
RC00000340,A00004853,M00002517,pays_to,88
RC00000341,C000006414,D00031698,uses_device,64
RC00000341,D00031698,A00006444,linked_payout_account,70
RC00000341,A00006444,M00003220,pays_to,88
RC00000342,C000008468,D00047024,uses_device,64
RC00000342,D00047024,A00001238,linked_payout_account,70
RC00000342,A00001238,M00001222,pays_to,88
RC00000343,C000008949,D00000613,uses_device,64
RC00000343,D00000613,A00002829,linked_payout_account,70
RC00000343,A00002829,C000016902,pays_to,88
RC00000344,C000009430,D00004202,uses_device,90
RC00000344,D00004202,A00004420,linked_payout_account,92
RC00000344,A00004420,M00002628,pays_to,88
RC00000345,C000013889,D00037473,uses_device,64
RC00000345,D00037473,A00007169,linked_payout_account,70
RC00000345,A00007169,M00004145,pays_to,88
RC00000346,C000014370,D00041062,uses_device,64
RC00000346,D00041062,A00008760,linked_payout_account,70
RC00000346,A00008760,C000008995,pays_to,88
RC00000347,C000015943,D00002799,uses_device,64
RC00000347,D00002799,A00001963,linked_payout_account,70
RC00000347,A00001963,M00002147,pays_to,88
RC00000348,C000016424,D00006388,uses_device,64
RC00000348,D00006388,A00003554,linked_payout_account,70
RC00000348,A00003554,M00002850,pays_to,88
RC00000349,C000017867,D00017155,uses_device,90
RC00000349,D00017155,A00008327,linked_payout_account,92
RC00000349,A00008327,C000016796,pays_to,88
RC00000350,C000018478,D00021714,uses_device,64
RC00000350,D00021714,A00010348,linked_payout_account,70
RC00000350,A00010348,M00000852,pays_to,88
RC00000351,C000018959,D00025303,uses_device,64
RC00000351,D00025303,A00011939,linked_payout_account,70
RC00000351,A00011939,C000019232,pays_to,88
RC00000352,C000019440,D00028892,uses_device,90
RC00000352,D00028892,A00001530,linked_payout_account,92
RC00000352,A00001530,M00002258,pays_to,88
RC00000353,C000003899,D00012163,uses_device,64
RC00000353,D00012163,A00004279,linked_payout_account,70
RC00000353,A00004279,M00003775,pays_to,88
RC00000354,C000004380,D00015752,uses_device,64
RC00000354,D00015752,A00005870,linked_payout_account,70
RC00000354,A00005870,C000011325,pays_to,88
RC00000355,C000005953,D00027489,uses_device,64
RC00000355,D00027489,A00011073,linked_payout_account,70
RC00000355,A00011073,M00001777,pays_to,88
RC00000356,C000006434,D00031078,uses_device,64
RC00000356,D00031078,A00000664,linked_payout_account,70
RC00000356,A00000664,C000015907,pays_to,88
RC00000357,C000007877,D00041845,uses_device,90
RC00000357,D00041845,A00005437,linked_payout_account,92
RC00000357,A00005437,C000019126,pays_to,88
RC00000358,C000008488,D00046404,uses_device,64
RC00000358,D00046404,A00007458,linked_payout_account,70
RC00000358,A00007458,C000000489,pays_to,88
RC00000359,C000008969,D00049993,uses_device,64
RC00000359,D00049993,A00009049,linked_payout_account,70
RC00000359,A00009049,M00001185,pays_to,88
RC00000360,C000009450,D00003582,uses_device,90
RC00000360,D00003582,A00010640,linked_payout_account,92
RC00000360,A00010640,M00001888,pays_to,88
RC00000361,C000013909,D00036853,uses_device,64
RC00000361,D00036853,A00001389,linked_payout_account,70
RC00000361,A00001389,M00003405,pays_to,88
RC00000362,C000014390,D00040442,uses_device,64
RC00000362,D00040442,A00002980,linked_payout_account,70
RC00000362,A00002980,C000013655,pays_to,88
RC00000363,C000015963,D00002179,uses_device,64
RC00000363,D00002179,A00008183,linked_payout_account,70
RC00000363,A00008183,M00001407,pays_to,88
RC00000364,C000016444,D00005768,uses_device,64
RC00000364,D00005768,A00009774,linked_payout_account,70
RC00000364,A00009774,C000018237,pays_to,88
RC00000365,C000017887,D00016535,uses_device,90
RC00000365,D00016535,A00002547,linked_payout_account,92
RC00000365,A00002547,M00004219,pays_to,88
RC00000366,C000018498,D00021094,uses_device,64
RC00000366,D00021094,A00004568,linked_payout_account,70
RC00000366,A00004568,C000002819,pays_to,88
RC00000367,C000018979,D00024683,uses_device,64
RC00000367,D00024683,A00006159,linked_payout_account,70
RC00000367,A00006159,M00000815,pays_to,88
RC00000368,C000019460,D00028272,uses_device,90
RC00000368,D00028272,A00007750,linked_payout_account,92
RC00000368,A00007750,M00001518,pays_to,88
RC00000369,C000003919,D00011543,uses_device,64
RC00000369,D00011543,A00010499,linked_payout_account,70
RC00000369,A00010499,M00003035,pays_to,88
RC00000370,C000004400,D00015132,uses_device,64
RC00000370,D00015132,A00000090,linked_payout_account,70
RC00000370,A00000090,C000015985,pays_to,88
RC00000371,C000005973,D00026869,uses_device,64
RC00000371,D00026869,A00005293,linked_payout_account,70
RC00000371,A00005293,M00001037,pays_to,88
RC00000372,C000006454,D00030458,uses_device,64
RC00000372,D00030458,A00006884,linked_payout_account,70
RC00000372,A00006884,C000000567,pays_to,88
RC00000373,C000007897,D00041225,uses_device,90
RC00000373,D00041225,A00011657,linked_payout_account,92
RC00000373,A00011657,M00003849,pays_to,88
RC00000374,C000008989,D00049373,uses_device,64
RC00000374,D00049373,A00003269,linked_payout_account,70
RC00000374,A00003269,M00000445,pays_to,88
RC00000375,C000009470,D00002962,uses_device,90
RC00000375,D00002962,A00004860,linked_payout_account,92
RC00000375,A00004860,C000007295,pays_to,88
RC00000376,C000011875,D00020907,uses_device,64
RC00000376,D00020907,A00000815,linked_payout_account,70
RC00000376,A00000815,C000012660,pays_to,88
RC00000377,C000013929,D00036233,uses_device,64
RC00000377,D00036233,A00007609,linked_payout_account,70
RC00000377,A00007609,C000017242,pays_to,88
RC00000378,C000014410,D00039822,uses_device,64
RC00000378,D00039822,A00009200,linked_payout_account,70
RC00000378,A00009200,M00003368,pays_to,88
RC00000379,C000015983,D00001559,uses_device,64
RC00000379,D00001559,A00002403,linked_payout_account,70
RC00000379,A00002403,M00000667,pays_to,88
RC00000380,C000016464,D00005148,uses_device,64
RC00000380,D00005148,A00003994,linked_payout_account,70
RC00000380,A00003994,C000002897,pays_to,88
RC00000381,C000017907,D00015915,uses_device,90
RC00000381,D00015915,A00008767,linked_payout_account,92
RC00000381,A00008767,M00003479,pays_to,88
RC00000382,C000018999,D00024063,uses_device,64
RC00000382,D00024063,A00000379,linked_payout_account,70
RC00000382,A00000379,M00000075,pays_to,88
RC00000383,C000019480,D00027652,uses_device,90
RC00000383,D00027652,A00001970,linked_payout_account,92
RC00000383,A00001970,C000009625,pays_to,88
RC00000384,C000001885,D00045597,uses_device,64
RC00000384,D00045597,A00009925,linked_payout_account,70
RC00000384,A00009925,C000014990,pays_to,88
RC00000385,C000002366,D00049186,uses_device,64
RC00000385,D00049186,A00011516,linked_payout_account,70
RC00000385,A00011516,M00004996,pays_to,88
RC00000386,C000003939,D00010923,uses_device,64
RC00000386,D00010923,A00004719,linked_payout_account,70
RC00000386,A00004719,C000019572,pays_to,88
RC00000387,C000004420,D00014512,uses_device,64
RC00000387,D00014512,A00006310,linked_payout_account,70
RC00000387,A00006310,M00002998,pays_to,88
RC00000388,C000005993,D00026249,uses_device,64
RC00000388,D00026249,A00011513,linked_payout_account,70
RC00000388,A00011513,C000004154,pays_to,88
